Name_audio;Transcription;label
14dec_K45_2; Фух,Владислав Олегович не знаю. Ой,воняет на все этажи. Ой ,я ещё чуть не испачкалась в этом. Да видит все,тут почувствуешь за три километра ;отвращение
14dec_K51_1_p1;Да-да? Да правда что ли? И какого? И давно вы работаете вообще в сфере бытовых химикатов? Да? Работали? Я вас просто так редко вижу.   . Ну не плохо Рады да? А кто приказ-то подписывал? А,ну тогда,ну да,интересно. Ну я думаю да,вы сойдёте на эту должность,да! ;удивление
14dec_K51_1_p2;да правда?! И где вы там начальницствуйте? Какой отдел? Правда что ли?Когда назначили-то хоть? Да?И давно вы работаете в сфере с клиентами? А в подчинении сколько людей? ;удивление
14dec_K51_2_p1;Владислав Олегович,а я теперь новый начальник отдела бытовая химия. Я теперь главный по менеджерам Ну вообще-то два года вместе с вами работала.А теперь я начальник Ой я очень рада Конечно! Я безумно рада! Сам! ;радость
14dec_K51_2_p2;Владислав Олегович,я теперь новый начальник. Правда! В новом отделе работа с корпоративными клиентами Правда! Да вот,прошлым днем. Ну конечно давно,иначе я бы не стала начальником Около пятидесяти.;радость
14dec_K52_1;Правда что ли? И чего вы начальник? Какой? Правда что ли? И вы начальник? Подождите,а как же Валентина Семёновна,она же так давно работает. А вы готовы к этой работе? Интересно,конечно, Алина Владимировна,очень. Хм,и как вы теперь будете работать? Сколько у вас в подчинении людей? А Валентина Семёновна там же? ;удивление
14dec_K52_2;Ну,Владислав Олегович,я теперь новый начальник Правда! Новый отдел Работа с корпоративными клиентами Правда Я начальница Не знаю, меня назначили вчера,прошлым днём.Есть приказ,так что теперь я наконец-то получила эту должность Конечно готова,я так долго к этому стремилась,Владислав Олегович,я очень рада ну около пятидесяти Валентина Семёновна конечно. ;радость
14dec_K54_1; Правда что ли?! Да ладно?!А подождите,а как же Валентина Семёновна? И когда вас назначили? Хм,интересно. А Валентина Семёновна с вами работает? А кто у вас вообще работает? ;удивление
14dec_K54_2;Владислав Олегович, я теперь новая начальница. Правда. Новый отдел по работе с корпоративными клиентами. Я не знаю. Меня назначал сам. Вчера. Кажется нет. Все мои подчинённые. 50 человек. ;радость
14dec_K61_1;"Алина Владимировна,хочу с вами поделиться,меня назначили начальником нового отдела! Теперь я руководитель отдела рекламы и продаж Да,в моём подчинении пятьдесят шесть человек,нам дают новое здание,новую технику и мы будем теперь работать Вот так! А то! А вот буквально вот,часа два назад и назначили, и я даже не знал,не ожидал честно! Вот прихожу к начальнику и он говорит:"" Всё,теперь ты новый босс нового отдела!"" ";радость
14dec_K61_2;Ничего себе, Владислав Олегович. Владислав Олегович, удивили, а когда же вас назначили?;удивление
14dec_K62_1;Алина Владимировна, я вам хочу поделиться замечательной новостью,меня назначили начальником нового отдела! Вот! Да! Теперь я начальник отдела рекламы и продаж Да,в моём подчинении пятьдесят шесть человек,нам дают новое здание,новую технику и мы будем теперь работать Алина Владимировна,я вам хочу поделиться замечательной новостью! Меня назначили начальником нового отдела.Вот. Да,теперь я начальник отдела рекламы и продаж А буквально 2 часа назад,да,вот я прихожу и мне говорят,что я теперь новый начальник. Вот так вот Какая Галина Семёновна?;радость
14dec_K62_2;Да вы что, Владислав Олегович. А как давно? Ничего себе! Подождите, а Галина Семёновна? ;удивление
14dec_K63_1;Алина Владимировна, меня назначают новым начальником нового отдела, да, представьте себе! Ну вот я съездил на курсы. Да у меня была стажировка. Всё, я всё прошёл, всё сдал, теперь я новый начальник. И приказ уже написали, всё сделали, и нам выделяют новое помещение. Мы там теперь будем работать, и у меня в подчинение очень много людей, так что ;радость
14dec_K63_2;Владислав Олеговичь, ничего себе, а вы же только недавно . У вас там стажировка была? Ничего себе! И приказ? Ничего себе, Владислав Олегович, вот вы меня удивили.;удивление
14dec_N11_2;Апрель, май, июнь, июль, август, сентябрь, октябрь, ноябрь, декабрь;нейтраль
14dec_N12_1;Два, три, четыре, пять, шесть, семь, восемь, девять, десять, одиннадцать, двенадцать.;нейтраль
14dec_N14_2;Я выхожу из дома, иду в гараж, грею машину, выезжаю на дмитровское шоссе, стою в пробке на дмитровке, потом поворачиваю на сигнальный проезд, потом стою в пробке возле владыкино, потом выезжаю на алтуфьевское шоссе, далее сварачиваю на сельскохозяйственную улицу, потом я выезжаю на улицу вельгельма пика, ищу свободное место на парковке, паркуюсь, закрываю машину, выхожу, иду через сугробы ко ВГИКу, обхожу новый корпус, и иду по привычке через старый, достаю пропуск и прохожу через пункт охраны.;нейтраль
14dec_N15_1;Я выхожу из дома иду минут десять - пятнадцать до метро резанский проспект, сажусь в метро, но я стою, еду до китай города, там перехожу на оранжевую ветку, на оранжевой ветке я могу присесть, еду до метро ботанический сад, там выхожу на улицу, и минут пятнадцать иду до вгика до нового корпуса, подхожу к новому корпусу, достаю пропуск, прохожу через охрану;нейтраль
14dec_N16_2; Так, ну у меня ничем не примечательный двенадцати этажный дом. Он расположен глубоко во дворе, так что обычно он окружен высотными домами, соответственно я не вижу солнце или каких-нибудь салютов во время праздников. У нас очень мало растительности, в основном все вырубили под парковки или детские площадки. Вокруг три новые деревянные церкви. Детский сад , три школы в одной из которых училась я. Их сейчас объединили, теперь это одно образовательное учреждение. Возле входа в подъезд стоят три скамейки, две урны наконец-то поставили и охраняемая парковка .;нейтраль
14dec_N17_1;Около моего дома находится очень много деревьев. есть каток. Мой дом находиться недалеко от дороги, но при этом он стоит перпендикулярно и из-за этого мы не слышим шум машин. Также находится три магазина больших. Парк, много лавочек, есть мусорки везде. Парковки есть, но их мало.   , много зелени, и недалеко находится еще школа.;нейтраль
14dec_N21_2;Так, я расскажу про курицу с чесноком и сыром. Это блюдо любят абсолютно все, поэтому я его очень часто готовлю. В общем, я иду в магазин за куриным филе. Обжариваю его на сковородке. Далее разрезаю на маленькие кусочки и складываю в большую миску. Следом идёт сыр. На крупной терке вы натираете сыр. Опять же перемешиваем с кусочками курицы. Далее. Нарезаем ананасы, достаточно мелко. Примерно, кусочек ананаса должен быть равен кусочку курицы. Смешиваем всё и добавляем майонез, перемешанный с чесноком.;нейтраль
14dec_N22_1;я расскажу про яичницу надо взять яйца я беру штук 5-6 беру сковородку, сковородку ставлю на огонь, сначала на небольшой, на сковородку немного масла наливаю и жду минуту, потом беру яйца, всю внутренность из яйца я вынимаю на сковородку, далее я люблю добавить туда помидоры можно немного сыра потом накрыть это крышкой и оставить минут на 5 и чтобы немножко было по зажаристей, так будет вкуснее;нейтраль
14dec_N23_2;прятки. для того чтобы сыграть в прятки, необходимо как минимум два человека. один из которых является водой. , соответственно правило для воды. Вода отходит в сторонку , закрывает глазки и начинает монотонно отсчитывать нужное количество цифр, желательно не меньше двадцати чтобы народ успел спрятаться. остальные, ищут для себя самое укромное местечко, где по их мнению они не будут замечены. соответственно, после того как вода заканчивает счет-он отправляется на поиски тех ребят, которые спрятались и игра продолжается до тех пор, пока не будет обнаружен крайний спрятавшийся человек.;нейтраль
14dec_N24_1;крокодил. для того чтобы сыграть в крокодил: нужна компания из пяти, шести и более человек. первый , встает лицом к другим и придумывает какой-нибудь предмет или человека или еще что-нибудь. он должен показать всеми способами, но при этом не говоря и не подсказывая другим описать этого человека или предмет. Другие же должны угадать. Кто первый угадает и произнесет вслух это слово, тот будет следующим игроком.;нейтраль
14dec_N25_2;Меня зовут Алина. Мне 20 лет. Я выросла, родилась и живу в Москве. Я проучилась одиннадцать лет в школе. после школы я, пришла во в ГИК на подготовительные курсы актерского мастерства. Я занималась мотоспортом и занималась академическим вокалом. Работают фотографом и расписываю фасады домов.;нейтраль
14dec_N26_1;Меня зовут Влад. Мне девятнадцать лет. Родился я восьмого сентября тысяча девятьсот девяносто седьмого года в городе Барнауле. Восемнадцать лет я прожил в этом городе, и уже полтора года живу в Москве. За это время я два раза побывал за границей: один раз в Германии ... два раза в Германии и один раз в Париже. Очень много ездил по России, занимался в театральных студиях, немного занимался вокалом и семь лет занимался хореографией. Сейчас я хожу на подготовительные курсы во ВГИК.;нейтраль
15dec_D11_1; Слушай, Саш, ну вот ты опять начинаешь. Ну зачем ты опять начинаешь? Ну сколько раз мы пытаемся куда-то поехать, и в итоге ничего не получается. Ты каждый раз отказываешься. Уже и так тебя подменяли один раз, другой раз, ну что это происходит, Саш? В какую судьбу ты веришь? Ну чт... Саш, ну я же еду туда! Я еду!;гнев
15dec_D11_2;Люб, привет, я не поеду в поездку в эту запланированную. Прости, но я просто не могу. Я сейчас увидел сюжет, этот самолёт летел тоже туда же, куда мы запланировали, в Новую Зеландию. Я, я просто увидел эти оторванные шасси, потом кучи чемоданов, которые лежали там. Уже их собрали спасатели. Люба, ну я верю в судьбу, ну что, ну что мне теперь делать? Да, я боюсь, я, я, я реально боюсь этого. Я просто увидел, просто. Ты послушай меня хотя бы, послушай то, что! Ну;страх
15dec_D12_1_p1;Что? Саш, вот ты опять начинаешь! Вот зачем ты это делаешь, Саш? Саш, ну я же лечу, и всё нормально, ну! Саш! ;гнев
15dec_D12_1_p2;Что, Саша, ты, ты о чём сейчас говоришь? Да билеты уже куплены, ну Саша, ну ты что, что? То есть ты хочешь, чтобы я сама полетела, да? Нормально! Нет, Саша! Мы договаривались вместе лететь, вдвоём!;гнев
15dec_D12_2_p1;Люба, я тебе прям сразу скажу, прямо же. Я не полечу в эту поездку в Новую Зеландию. Я не могу. Я просто сегодня видел сюжет по телевизору. И там разбился точно такой же самолёт, вот на который мы взяли билеты. И это может произойти с нами. И я в это свято верю, поэтому прости, пожалуйста, но я не полечу. Я ничё не начинаю я просто боюсь, я реально боюсь. Это паника, страх, называй меня как хочешь, я не знаю, тряпкой, не мужиком, но я... Что я делаю? Я, я увидел сюжет, я не могу, Люба. Если произойдёт экстренная какая-то посадка на воду, меня это тоже никак вообще, ну, не удовлетворяет, и я плавать не могу. Ты это прекрасно знаешь, и я... Ты летишь, ты мастер спорта по плаванию, мне что тогда делать, ты меня что, спасёшь? Ты в этом плане просто запаникуешь, и тоже так же уплывёшь от меня, и меня съедят акулы. ;страх
15dec_D12_2_p2;Люба, я тебе хотел сказать. Я сегодня увидел сюжет по телевизору, то, что разбился самолёт, вот точно такой же, похожий, прямо вот с такими же наклейками этой же авиакомпании, на которой мы полетим в Новую Зеландию. Я не полечу, Люба. Вот что хочешь говори, я реально не могу. Я говорю о том, что разбился самолёт, Люба, и я боюсь, я реально боюсь. Это у меня паника, страх. Я просто не могу, Люба. Ну и что, билеты куплены! Люба, а ты видела этот сюжет? Просто там реально, там была куча багажа у людей, и там был чемодан точно такой же, как у меня. И я в это верю. Да, я хочу, чтоб ты полетела одна. Хочешь, возьми Христю, возьми Лизу, я не знаю, кого. Возьми Машку. Давай обменяем билеты, я готов заплатить за это, но только я не полечу. Ну мы договаривались, Люба, мы о многом договаривались, но я не могу, я увидел;страх
15dec_D21_1;Саша, ты серьёзно? Блин, как же круто! Саша! Вообще просто круто, это же просто поездка моей мечты, Саш! Да ну, ладно! Серьёзно? Как, как круто! Кто? Блин, как же круто! Как же классно, господи, Саша! Это же правда круто, блин!;радость
15dec_D21_2;Люба, я достал билеты, мы полетим на Алтай. Поедем в Горноалтайск и я покажу тебе ту самую пещеру, которую ты хотела увидеть. Да, я серьёзно. Это действительно так. Мы пойдём туда и посмотрим Алтайскую принцессу в музее в Горноалтайске. Полетим в Барнаул. Мы прилетаем в Барнаул, представляешь? Вот. И там будет всё, что ты захочешь, все экскурсии. Мы поедем в лес, поедем в заповедник. Это замечательно. Я рад, что доставил тебе удовольствие. Ты довольна? Вот, это замечательно. Я ещё что-нибудь придумаю по пути, когда мы там будем. Люба, я всё таки достал билеты, мы едем всем нашим курсом в Тавриду, представляешь? Да! Да! Замечательно. Да! И, а знаешь ещё кто с нами поедет? С нами поедет Стас и Серёга Полюхин! Вот. Я достал. Там будет большая экскурсия. Мы поедем по этим знаменитым местам, где был Женя Куприянов. Мы будем купаться в Чёрном море. Это шикарно! Едут все, Люба. Поедут все.;радость
15dec_D31_1_p1;Саш, я понимаю, но вообще, да, никак? Да, я понимаю. ;грусть
15dec_D31_1_p2;Саш, вообще никак? Да, очень жалко, Саш. Да ладно, я, я всё понимаю. Я понимаю. Да я понимаю, Саш, конечно, я всё понимаю. ;грусть
15dec_D31_2_p1;Любаш, всё-таки нет. Всё-таки я не могу поехать. Мне очень жаль. Реально, очень жаль. Ну просто дедушке стало хуже. Врач только что позвонил, сказал, чтобы я оставался. Я никак не могу поехать. Я уже перепробовал все варианты, и я никак, реально, не могу. Я должен остаться. Прости, пожалуйста. Я подвожу всю группу. Я сам очень хотел, правда. Ну. Ну вообще никак, Любаш. Вот, вот никак. Я, я спросил вариант с сиделкой, что-то как-то договориться с медсёстрами. Ну никак. Они говорят, что должен быть вы. То, что он на меня реагирует хоть как-то, а на них никак. Отказывается от всего. Вот. Ну, вот. Пойми меня, пожалуйста. Правда. Мне очень хотелось быть там, потому что ... ;грусть
15dec_D31_2_p2;Любаш, ты знаешь? Всё-таки нет. Всё-таки вот мне позвонил врач только что. Сказал, что дедушке стало хуже. Я. Я никак, реально, не могу поехать. Я понимаю, что я подвожу. Я сам очень хотел. Я понимаю, куда мы едем. Мы едем на родину Александра Яковлевича. Он обещал нам показать свой дом, где он родился. Все места, где он был. Но я, я, правда. Вообще никак, Любаш. Я договаривался с сиделкой, я договаривался с медсёстрами. Они говорят, ну никак нельзя. Я не понимаю. Ну, мне очень жаль. Может быть как-то в другой раз. Правда, Люба, очень жалко мне. Я ну никак не могу поехать. Очень сожалею. Ну прости, пожалуйста. Не обижайся только на меня. Я подвожу всю группу. Я понимаю. Мне действительно очень, ты сама знаешь, как для меня это важно. Я сам хотел давно там побывать. Я сам покупал билеты, я сам всё это делал, всю эту поездку, и сейчас я отказываюсь. Ну ты сама понимаешь, что это мой дедушка, и я должен ему помочь, тем более в такой ситуации. Никак не могу поехать. Прости, пожалуйста. ;грусть
15dec_D33_1;Саш, ну вообще никак что-ли, или как? Саш, ну ведь мы, мы же как ... Ведь ты же мне обещал с папой познакомиться с моим. Ладно. Да я не обижаюсь, Саш. Я понимаю. ;грусть
15dec_D33_2;Люба, в общем, я не смогу поехать в эту поездку. Я понимаю, что я всё это сам собирал, но никак. Мне только что позвонил врач из больницы и сказал, что дедушке стало хуже. Я должен быть рядом с ним. Вот. Прости меня, пожалуйста. Я, ну, я реально ничего не смогу сделать. Ну вообще никак, Люба. Вообще серьёзно никак. Я все варианты перепробовал. Никак. Ну дедушка реагирует только на меня. Ну я понимаю, что мы планировали, Любочка, ну мне самому хочется. Я знаю, что это твоя родина, ты хотела мне многое показать. Я сам очень хочу там быть, но я не ... Ну я обещал, Любочка, но я обязательно приеду. Но я же не могу бросить родственника. Ну ты сама пойми. Ну, пожалуйста, не обижайся на меня. Ну, ну не обижайся, Любочка. Ну, ну я правда никак не могу. Никак: ни сиделка, ни, там, ни ;грусть
15dec_D41_1_p1;Саш, в общем тут такое дело. В общем наша поездка в Ялту отменяется. Я уже позвонила Ирине Викторовне, я уже сказала им об этом. Саш, ну я… Я в общем не оплатила билеты. Я не успела. Саш, я не смогла. Саш, я не смогла, просто я не успела, у меня очень много работы, Саш. Саш, извини меня, я не хотела. ;грусть
15dec_D41_1_p2;Саш, в общем, я не оплатила билеты, мы никуда не летим. Да. Я не оплатила билеты. Саш, ну так получилось. Да нету билетов, я уже смотрела, ну нету их вообще нигде. Нет. Саш, ну извини пожалуйста. Про кого Саш, ты че? ;грусть
15dec_D41_1_p3;Саш, в общем такая история. Мы никуда не летим. Я билеты не оплатила. ;грусть
15dec_D41_2_p1; Чего ? Подожди, подожди. Как отменятся ? Почему отменятся ? Я все подготовил. Люба ты что? Чего ты не оплатила ? Билеты ? Почему ты их не оплатила? Я тебе неделю назад сбросил билеты . Люба , ты чего ? Ты что , люба ? Ты ? Люба, скажи мне сейчас пожалуйста, что ты шутишь . Скажи мне , что ты шутишь. Люба. Ну скажи мне. Че ты серьезно не оплатила билеты ? Ты чего люба. Ты что , я Артуру, даже сказал , что он мне багаж привез. Он все собрал. Артур даже сделал с Жекой Куприяновым . Так я , тогда бы Кристю попросил бы. Ты чего люба? Ты че, какой это билеты . Че ты начинаешь сразу. Че ты оправдываешься? ;гнев
15dec_D41_2_p2;Чего ? Чего ты не оплатила билеты? Люб, ты чего? Я тебе неделю назад сбрасывал билеты. Ты чего мне говоришь сейчас . Давай быстро сейчас ищи новые билеты. На это число нет билетов? Ну, молодец! Че я тебя поздравляю, молодец, хорошо. Че мне делать теперь ? Как я сейчас скажу Сереге скажу че ? Александру Яковлевичу , скажу? Молодец , давай . Ничего тебе вообще поручить нельзя . Вам вообще вы только с Кристи про других говорите. Говорите про меня постоянно говорите. Да ты постоянно про меня говоришь . Ты это не сделал , ты то не сделал . Ты сама не сделала . Я тебе неделю назад сбросил , ты ничего не сделала. Че ты делала ? Вот скажи , че ты делала тогда? Че ты делала до этого ? Как ты забыла . Давай ищи сейчас , иди езжай туда , ищи билеты, я не знаю, хоть на осле туда поедем ;гнев
15dec_D41_2_p3;Ну, как обычно . Че я в приницпе, больше другого ничего и не жду . Как в прошлый раз. Как вообще во все прошлые разы, когда вот я тебе че то поручал. Ты всегда вот говоришь про других . Че ты делала ? Че ты с Кристи чтоли зажигала или с Лизком куда то ездила опять? Ну че ты скажи мне че нить в свое оправдание. Иди ищи билеты на этот рейс . Иди , че я скажу Александру Яковлевичу . Че я скажу Владимиру Сергеевичу . Давай говори мне, говори че говорить или может тебе трубку дать , чтобы ты сама с ними поговорила? Оборзели уже блин. Серьезно две недели назада билеты сбросил ей. Говорю зарегестрируй, че сложно чтоли так? Или че у тебя интернета не работает ? Денег, нет на телефоне? Так , я скину ;гнев
15dec_D43_1;Вообщем Саш. Такая ситуация. Я не оплатила билеты, мы никуда не едем. Да я смотрела Саш, нету уже ни на что вообще. Нету. Саш ну ты же знаешь у меня много работы, я не могу, я не успеваю ничего сделать.;грусть
15dec_D43_2;А, молодец, как обычно вообще, я в принципе другого ничего не жду, не оплатила, ну ищи теперь новый этот билет, что там на рейс на этот как мы полетим. Ничего нет вообще, да? Ну все хорошо, вот в принципе так и надо, вот прям как запланировано, вот я тебе неделю назад сбросил эти билеты. Говорю «давай, зарегистрируй», ты говоришь, «да, да, да, я все сделаю, я завтра сделаю». Я тебе напоминал, Люба, напоминал. Да это не оправдание, Люб. Ну и что много работы? У меня что-ли работы нет? Много работы у всех, у всей нашей группы есть работа, но все каждый занимается, каждый что-то сделал, а ты не сделала.;гнев
15dec_D51_1;Фу. ;отвращение
15dec_D51_2;Любаш, представляешь сейчас смотрел такую передачу в общем-то в Китай, куда мы поедем, вот именно там, вот эта провинция какая-то. Там, там вообще они, ты знаешь, они тараканов едят. Они ему голову сначала отгрызают. Вот. Потом внутренности высасывают, и все это значит проглатывают, и запивают какой-то соком из слизней. Представляешь вот это все? Значит берут опарышей, все это настаивают и вот это все, знаешь, вот эта жижа вниз оседает, вот эти внутренности желтые. Да, серьезно. А вот туда, куда мы едем вообще в деревню, там вообще . Они, они белье там не меняют, ты представляешь? И вот этих постельных клопов с постели они потом собирают вот так вот в горсточку и прямо едят, они хрустят.;отвращение
15dec_D52_1;Что? Фу. Там то еды не хватит, господи. Боже мой, фу. Я, честно говоря, не представляю вообще что мы там будем есть, но ;отвращение
15dec_D52_2;Люб, представляешь, сейчас увидел в общем сюжет, передача шла про Китай вот этот Гуанчжоу, в который мы едем это жесть какая-то представляешь, что они там едят? Они жуков едят Колорадских. Притом в какой-то форме такой: отгрызают личинки. Всё это едят, запивают. Я не знаю, как мы там есть будем. Мы то что там будем есть? Может с собой что-то взять. Ну просто это я... они берут значит тушу это протухает она на улице и вот эти личинки, которые там в мясе заводятся вот эти белые опарыши, вот это гниение они все это потом едят. И готовят жарят вот это всё и у них это деликатес считается. Мы то там что будем есть? Это Стрекозу большую например. ;отвращение
15dec_D53_1;Господи, какой ужас. Господи. ;отвращение
15dec_D53_2;Люб, сейчас сюжет смотрел по телевизору. В общем туда куда мы едем – в Китай там... там жесть творится. Там люди едят личинок, опарышей. Это все очень противно. Все это подается в ресторане, и все это будем есть мы. А там куда мы едем ты представляешь что там творится в этой деревне? Они там, я не знаю, что что они там нам могут предложить: сок из слизней, я не знаю, какого-то шелкопряда сушенного какого-то вкусного такого. Знаешь, у них есть такие, я видел просто, такой пакетик как вот леденцы и там просто опарыши, и их они берут и просто едят. Представляешь? Ну вот такой ужас. А что мы там будем есть, это прям как мерзко. Я сейчас посмотрел картинки, это это очень жестко все это они жарят, все это с маслом – ну это для них еда. Это ужасно. Жуки всякие там, аскариды какие-то, гельминты, черви просто плоские, всякие, ну в общем все вот это, все вот эти отходы, которые вот в отходах это все. Ну ты представляешь, червь вот этот вот он ползал там прям в этих в мусоре и потом они его едят.;отвращение
15dec_D54_1;Фу господи. . Фу оооо. . Фу не надо пожалуйста, господи, что за ужас. . Фу что за кошмар, господи.;отвращение
15dec_D54_2;Люб, представляешь я сейчас видел сюжет по телевизору, в то место, куда мы едем в Китай, там люди едят несвежее мясо и это везде, повсюду. Что мы там будем есть я вообще не знаю, представляешь, я вообщем видел там труп собаки, они его берут, на полном серьезе тебе рассказываю, на полном серьезе, они берут этот труп, расчленяют его вместе с… значит ну вот эту псину вместе с кожей, прям вместе с шерстью, они оставляют его специально на солнечном месте еще на крыше у себя. Мясо все это киснет, тухнет, оно становится синим таким. Они все это едят. Они знаешь, они как вялят как будто и там появляются червяки, червяков этих они сверху, Люба, они червяков этих сверху снимают и сушат их и потом едят. При том, при этом они голову откусывают у него, у него внутри белый сок, они его высасывают, а пленочку эту глотают вот эту вот. Черви вот такие вот большие, что мы будем там есть, я не представляю, а мясо потом они вот это они ломтиками отрезают, а внутри там еще черви уже, там уже гниль начинается и вот этот запах трупный вообще паршивый вот этот. Они его ну они его едят это мясо, они отрезают, а там внутри уже личинки идут, понимаешь? Ну разлагается этот труп, он на дороге пролежал а потом они его;отвращение
15dec_D61_1;Да ну ладно,Саш. Так ведь Дашка же туда поехала. Дашка поехала туда,Саш! Ты точно уверен,что это произошло именно в Париже? Так Дашка у меня уехала,она купила себе путешествие туда и вот,буквально,я не знаю там,день назад она уже уже там. И сейчас я ей вот звонила буквально,я не знаю,там час назад. Она была вот именно там,рядом,в этом месте,в центральном,вот рядом с башней Блин,Саш,я боюсь. Господи,что теперь делать-то а? Ну в какой МЧС,Саш ;страх
15dec_D61_2;Любаш представляешь, я щас это видел, это ужас просто, теракт в Париже. Ты слышала уже? Прям, да серьезно, прям у эйфелевой башни. Там вот по этим всем туристическим местам куча туристов погибло которых . Дашка туда поехала? я не знал. Да я точно уверен. Люба, включи телевизор и везде, везде, в яндексе, везде в интернете написано щас там теракт, щас там в данное время все это работает . Там телефон даже был, я не записал просто. Может быть. Ну у тебя номер то есть её? Ну. ну щас ей, щас ей позвони. У тебя телефон работает? Вообще. Позвони ей щас . Че-то надо делать. Ну а . А че делать то, я не знаю, давай в МЧС куда-то звонить. В, там там, да там просто по телефизору крутили телефон доверия, там ну нужно позвонить, спасателей спросить там.;страх
15dec_D62_1; Да ладно?! Ты серьёзно? Так Дашка же пошла только что,сейчас туда вот,в центр,к эйфелевой башне. Да,она пошла туда,Саш Так,господи Я не знаю. Может быть позвонить куда-то или что-то узнать,Саш. Ну надо же узнать кто там вообще,что с людьми. Боже мой,Саш,что же делать-то а? А если она вдруг попала туда,если там что-то с ней произошло. Что делать? Побежали! Побежали сейчас туда,Саш! Надо посмотреть,что с ней. Может быть ей плохо или помочь ей.;страх
15dec_D62_2;Люба ты слышала, щас это . Я щас в номере сидел, там взрыв прогремел, в общем я на улицу выбежал, я ниче не понимаю, мне люди сказали там теракт произошел, прям у башни у Эйфелевой. Серьезно, да серьезно, только что, я щас этот, включил новости. Дашка туда пошла? Блин, она же телефон в номере забыла. Че делать то щас, я не знаю. ну ну, че делать, туда что ли ехать . Я просто не зн. Да куда мы позвоним, она даже языка не знает, она вообще не, она вообще по французки никак, ч че мы, ну я, я понимаю ну, а как щас, в все с ног сбились, куда мы, мы щас даже такси не вызовем Люба, как мы туда, до туда бежать? Это очень далеко, ну ты сама знаешь. Ну а че делать, я не знаю, ну да побежали тогда туда, я не знаю, возьмем велосипеды какие то на на прокат. Ну давай как то.;страх
